text,label
"sama2 capek, suami kerja d luar, istri kerja di rumah, sampai sma2 jauh dri kasih sayang dan perhatian, apa semenyenangkan ini kah berumah tangga, saya paksu",1
Wajar ga si Bun harus mencari kesenangan lagi. Punya suami mlh main hp terus KLO aku ngajak komunikasi dianya mlh risih. Saya merasa kesepian bngt Bun KLO kyak gini,0
.bagi para kaum lelaki apakah ada yang sama dengan keadaan rumah tangganya yang sekarang terbebani paktor ekonomi yang sangat2 menyakitkan dengan paktor gajih yang tak seberapa tapi masih tetep di jalani,0
"Malu bgt deh bund, aku bangun kesiangan di rumah mertua🥲",0
"Pengen curhat tolong lolosin admin 🙏
Ternyata susah ya memaafkan beribu2 kesalahan suami apalgi suami mata keranjang dan lgi2 selingkuh,, 
Sekarang jdi ojek maxim udh sebulan lebih ini tbtb ada yg chat pas malem suami ga turun lg ke bawah nyari orderan dan aku buka chat nya cuma ""iya gpp"" pas baca chat itu aku langsung diem pas di tanya kenapa diem aja aku langsung jawab siapa itu dia langsung bilang si tth langganan ojek dengan nada tinggi ngomong nya, cuma kenapa kalo langganan ojeg ga di save nomer nya ,,
Dan tbtb motor rusak pagi2 yg langganan ini nlpn ga di angkat posisi ku di kamar hp di cas dan suami lg benerin motor trus chat dengan kata ""Assalamualaikum bang , sibuk ga"" trus aku balas wa alaikumsalam , motornya lg di benerin , tp ga ada balasan nya lg ,, 
Nah kemaren2 aku cek panggilan langganan ini masih ada di log panggilan semalem aku cek lg udh ga ada dan aku cek di pemblokiran nomer si tth langganan ini ada pemblokiran ,, 
Padahal dari dulu aku minta talak dia ga pernh nurunin talak ,, giliran di imbangi merasa tersakiti ,, selingkuh di balas selingkuh memang ga baik tp cara suami ini yg ga baik sma istri nya padahal istri yg nemenin susah nya , kalo sakit siapa yg ngurusin istri juga ,, gimana yaa ngadepin nya",0
"Semnjak meninggal ibuku 9thn yg lalu aku dan sodara2 ku jarang sekali akur,kmi slalu bnyk cekcok,sedih kadang pnya sodara cmn sedikit tapi gaprnh akur satu sama lain ,dan kesel nya kk ku setiap ngontek k aku slalu ngajakin ribut ngirim pesan udh kya koran pnjang bgt sambil maki2 aku,gmna mw akur klo setiap kontekan aja dia slalu ngajak ribut😑dan slalu menyudutkan aku yg dsalahkan,mentang2 aku anak paling kecil aku tdk berhak membela diri sndiri,d saat aku membela diri mereka sebut aku pembangkang,ga menghargai mereka sbgai kk dll...siapa yg ga sakit hati sih sma kluarga sndiri slalu ga d anggap,ga d beri kesempatan berbicara dan membela diri,dan selalu d anggap hnya membebankan keluarga,padahal slma ini sya nemu ga nemu makan gprnh minta sma mereka,anak nemu jajan ga nemu jajan ga mnta sma mereka,pnya hutang gprnh mnta bayarin sma mereka,d saat ortu sakit biasanya sya yg merawat ortu tapi udh hampir sebulan sya kluar dri rmh karna udh gthn dan dapet kabar kmrin ortu katnya sakit mereka mengatakan bahwa penyebab ortu sakit adalah saya😌dan mereka bilang mereka jdi repot semua gara2 ortu sakit dalam hati saya berkata ""ya allah bru ngerawat sgtu aja udh bilang repot dan malah menyalahkan saya lagi""😥😢 pen nangis rasanya serba salah bgt d saat aku diem sma ortu msh d salahkan jga dan d jadikan bahan syirikan dan d saat aku kluar jga dri rmh itu msh jga aku yg d salahkan 😌😭emng bnr yah hidup gpnya tuh d tindas mlu😢",2
"heran bgt knpa suami susah bgt dpt kerjaan lagi
padahal udah ada yg nawarin temennya kerja di situ tinggal nunggu panggilan aja tpi gak ada juga di panggil
trus yg ke 2 udh di panggil buat tes tapi kendalanya di uang untuk berangkatnya
yg ke 3 di tawarin keluarga pas suami udh ok mau berangkat tapi smpai skrg gak ada kabarnya juga
berasa tertutup pintu rezeki
pdhal aku sbg istri udah berusaha berdoa tiap hari sholawat dan zikir dan sholat dhuha kadang tahajud dan kadang aku subuh bangun kesiangan sih",0
Lagi hamil bawaannya kesel mulu ya liat suami. Greget gatau kenapa,0
"Bner2 punya sodara dia dri kcil smnjak ibu nya mninggal di urusin sama ibuku di skolahin skrg dia udh krja., ibuku juga ngurusin adek nya juga yg skolah. Kaya siapin makan nya, dll trus kmaren dia beli beras. Ada 15kg. Dia bilang ke ibuku gini jngan di jual., kata nya gitu, mntang2 ibuku jualan beras. Masa iya beras yg dia beli juga mau di jual ibuku juga punya fikiran, trus skrg ibuku beli beras sndiri suka nitip di aku klo aku msak nasi ibuku nitip 1 gelas buat mkn, pdhal sodara aku itu ngontrak Bun kenapa dia GK msak sndiri aja. Ya, Beli kompor kek mejikom kek. Lah ini malah d rumah ibuku msak nya. Pdhal dia blm nikah.",0
"Bun disini apa ada yg sama kaya aku, aku suka kasian sama ank semenjak merantau ikut suami ank ku gx punya temen disini jdi dia maen nya di dlm rmh doank maen HP kdg kasian dia gx mau maen diluar krna ank""di sini suka iseng jdi dia gx mau maen keluar pdhl pas di jkt suka bgt maen umur nya baru 5 thn bhkn beli sepedapun gx pernh di pake maen di luar apa gpp yh bun dia suka maen di dlm rmh ajh gx ada tmn tpi aku suka kasian dia sendirian cuma kdg suka aku ajk ke tmpt permainan ank""jg di sini suasana nya laen gx kaya di jkt bnyk ank""kecil nya trs saya jg bukan tipe yg suka duduk di luar bun lebih ke di dlm rmh ajh krna tetangga disini suka ngerumpi jdi mls klo duduk di luar",0
"Maaf saya mau curhat , udah hampir 9 bulan suamiku merantau tapi seminggu yg lalu aku dapat kabar dari temanya kalau dia udah nikah sirih 😭, pertanyaanku emang bisa nikah sirih kalau status di KTP nya saat ini status menikah.
Dan aku juga menikah sudah terdaftar secara Hukum / di pencatatan sipil.
Maaf ini sambungan dari postinganku ini.
Akhirnya tadi siang aku bisa bicara sama perempuan yg dinikahin suamiku, aku bertanya sama itu perempuan"" Apakah kamu tau laki2 ini punya istri""? 
Terus sipelakor bilang tau, Y Allah Seketika hatiku hancur dan Nyesek bget.
Sampai aku ribut di tlp sama suami dan mertua dan saat itu tidak ada yg berpihak samaku justru aku yg disalahkan seolah-olah semua salahku.
Sangking sakit hatinya aku sampai sumpahin mereka meskipun aku tau itu salah.
Dan sekarang aku gak tau harus berbuat apa y Allah karna aku sayang bget sama suamiku.
Tapi keluargaku sudah suruh putuskan hubungan kesemua keluarga suami baik dari HP maupun Sosmed. Tapi disini aku sangat berat hati krn masih sayang sementara dia udah enak2 sm istri muda. 
Aku harus bagaimana krn hatiku belum iklas ngelepas Suami 😭😭😭",1
Bun aku di panggil sidang 2 kali kira2 berangkat nggak ya yang ke dua ini...sidang di talak suami,0
Ada ngak sih disini yg punya suami tuh orangnya pemarah..pokonya pemarah tigkat dewa..jd apa pa tu maraah melulu prasaan dlm hdup nya isinya marah aja.mana kl mrah mulutnya sgt jahat.hal spele yg harusnya tdk prlu marah ya ttp marah ..smpe bikin tdk nyaman dn delalu deg degan tiap waktu.krna klu marah kek ngamuk ngomel apa apa ditendang  dn itu setiap hri trjd bhkn bs smpe berapa x dlm sehari.menurut kalian ngadepin orag begtu kekmn sih barag x ad yg ngalamin nasibnya kek saya..smpe perasaanku tuh liat dia kek mati rasa udahan krna berat dirasa tkut dn tdk nyaman.,2
bumil susah bgt buat tidur malem bun.kadang sering BAK. terus kadang susah tidur malam diganti tidur siang.tidur siang kelamaan.malamnya susah tidur.tips biar bsa tidur cepat dong bun😌 kadang suka merasa bersalah sama si utun kalau begadang terus,1
"Mohon maaf sebelum nya apa yg harus saya lakukan yah jika suami terus berbohong masalah keuangan, gaji suamiku pas2an cuman 1.6 tiap 2 minggu sekali,, tgl 1 dan tgl 15, kita ngontrak 700 sebulan,,, anak 1 udh skolah TK, tiap bulan bayaran skolah nya 500 , blm bayar ngaji jajan kebutuhan pokok dapur, persatuan dan lain2, dia diem2 kasih uang ke ibu nya tanpa sepengetahuan istrinya, padahal aku gk pernah larang kalopun harus ngasih ibu nya,, tp knpa suamiku malah diem2 yah, bahkan d saat kita kelaparan dia gk peduli sma anak istri taunya ada aja, sampe aku nahan lapar krna tkut beras gk smpe kegajian lg udh habis, tp giliran  ke ibunya slalu ada, gk ada pun kadang pinjam sma org lain, giliran anak istri yg kelaparan gk mau pinjam dgn alasan malu, tp herannya knpa klo sma ibu nya itu slalu d usahakan? Apa perlakuan suamiku itu benar yah? Katanya setelah menikah itu yg jd prioritas istri dan anak terlebih dahulu, tp knpa dia lebih mementingkan ibunya d banding istrinya yg kelaparan? Termasuk dzolim gk sih suamiku? Kadang capek bgt punya suami apa2 hrus mikir sndri, klo jajan anak abis, beras persabunan gas semuanya hbs suami gk mau tau, tp giliran ibu nya yg mnta kirim gk ada pun slalu d usahakan pinjam, aku mau ngmng gk berani tkut d kira pelit, pdhl aku gk prnh nuntut apa2 sma suami, mau d kasih berapapun d Terima, yg pnting itu jujur, klo mau kirim ibu nya pun ngmng dan liat kondisi anak & istri dlu",1
"Asalamualikum semuanya 
Saya anak perempuan 21 tahun sudah menikah dan memiliki anak 1 masih tingal diorang tua saya,,usia pernikahan 5 tahun ,,
Saya memiliki usaha modal dari hutang dan sampai usaha bangkrut karena kasbon karyawan(bapak saya ) yang melebihi batas sampai 5 juta ,akhirnya saya tutup walupun modal usaha masih hutang belum lunas ,,sebelum saya tutup usaha pernah ada pembahasan tetang kembalian uangnya karena ini juga uang hutang akad juga hutang ,,tapi tidak ada jawaban dari ortu,,
Lalu mahar saya juga digadaikan ,
Matrial pondasi saya juga dipakai ,lalu tanah yang mau diberikan saya dibangun tanpa persetujuan saya dan suami ,,
Kaka saya diberi tanah ,adik saya rumah ,dan saya tidak diberi lalu saya bertanya jawab oraang tua Menyakitkan katanya sya gila warisan kaya orangtua tua mau mati takut gakebagian.
Apapun Maslah sya dengan suami selalu saya tutup rapat"",tapi ortua selalu mau pinjam uang trus menerus janji saya pindahan ,,dan akhirnya saya ambil KPR rencana bulan puasa kemarin tapi uang diortu tidak keluar bahkan 100 pun tidak ,lalu bulan i j sya tanya pun marah"" saya dikatain anak durhaka ,gapernah bahgaiin orath padahal dulu say kerja umur 15 tahun saya sudah jauh pergi merantau  ke kota dan semua gaji saya berikan pada Beliau tapi lupa ,lalu mendoakan saya agar miskin ,dan hutang banyak ,,mengusir saya ,,sya sangat kecewa orang yang paling dekat bisa menyakiti saya,,saya cerita kesuami gagada jawaban ,dia malah marah karena saya paksa ambil KPR 18 tahun,,dia maunya saya terus ikut mertua atau orangtua saya ,,bahkan saya janji jika kedepannya tidak bisa bayar sya akan bekerja biarkan dia mengasuh anak ,,saya tidak punya teman cerita sya merasa sudah berat memikul Beban pikiran sya butuh solusi ,trimaksih yang mau jawab dan mau membaca cerita saya",2
Bun mending sabun cuci baju renceng yg 500 an atau yg kemasan besar? Lebih awet atau irit mana?,0
"Tetanggaan sama kk² suami yg dengki, iri dan hatinya busuk, dan suka cari masalah...
Baiknya di diamin aja...
Apa di kasih pelajaran...
Soalnya sudah keterlaluan banget jahatnya...",0
Adakah di sini yang pernah pinjam uang dari online seperti s panjang yang ada di Shopee bagi pengalamannya dong jujur bunganya gede apa normal aja,0
"Bun aku mau tanya,menurut kalian aku salah tidak ya karna aku hanya diam saat suami aku direndahin Dimata orang tua kandung aku Bun,bahkan sampai sekarang suami aku lebih memilih diam dan tidur diteras rumah orang.dan dia cuma bilang ke aku,yg terpenting aku dan anakku yg harus tidur nyenyak.",0
"Bun aku kok bingung ya,
Kok orang2 bisa punya minyak jelantah,
Kalau saya minyak goreng itu selalu habis gak sampai ada jelantah nya.",0
"Ga habis pikir sama abangnya suami, dia yg berhutang kita yg ngemis ngemis, sampe bikin alasan ini itu, 
ceritanya abangnya suami ku itu punya hutang ke suami 50jt, dulu buat bayar hutang di bank katanya sih gitu. Bodohnya suami ku kenapa mau ngasih pinjam sebanyak itu, iya memang itu uang hasil jual tanah pemberian almrh ibu nya, tapi semua sudah dibagi rata dg kedua kakanya, masing"" dapat tanah sama luasnya. Dan akhir"" ini suami ku kerjaanya sepi dan gajian sering telat, dan hanya uang itu lah satu satunya simpanan suami, kami udah sering nagih uang itu ke abangnya tpi di kasih nya cuma 300 500rb itupun kami yg ngemis"" ke rumah dia yg lumayan aga jauh 1 jam dari rumah kami, bulan lalu kami minta 10jt buat beli motor lagi, tapi blm dikasih kasih sampe skrg, alasanya ga punya uang, kebutuhanya banyak,,,, ya allah pdhl gaji dia UMR karyawan rsud , beda dg suami ku kerja buruh, kadang ada kadang enggk.. 
Krn suami uda sungkan minta"", tdi bikin alasan klo suami lgi merantau ga bisa kirim, dan anak ku lgi sakit, memang sakit sebenernya, dan aku sendiri sama anak ku yg sulung, nyamperin dia ditempat kerja, sejauh 5km, mana motor minjem, motor suami pas mogok, tpi suami nunggu dari kejauhan, aku kesana cuma sama anak ku cewek, bayangin kita cewe"" motoran mlm"", 
Harusnya klo manusia normal yg punya hutang nawarin lah, anter uangnya lah, atau nanyain kesitu sendirian berani apa enggak? kan posisinya seolah"" aku sendirian , tapi ini kaya ga ada itikad baiknya, seolah olah aku yg mau utang... 
Aku cuma kasihan sama suami ku yg diakalain abangnya sendiri, dulu udah ditolongin, dia yg ngemis"" minjem uang itu setelah tanah dijual suami cuma di kasih 4jt sisa 50jt dibawa dia dan ga tau mau di balikin kapan, krna orangnya banyak hutang sana sini... Ga tau hrs gimana lagi skrg, aku mau kerja ke luar negeri krna kaka ku mau kesana mumpung ada temenya tapi sama suamiku ga di ijinin..",0
"bun, selama saya rumah tangga dengan suami selama 4 tahun alhamdulillah ga pernah merepotkan siapapun termasuk ortu.
bahkan di saat ga punya uang pun kita ga berani pinjam ke mertua yang notabene nya mertua itu ""ORANG BERADA"", suami paling anti banget cerita tentang kesusahannya sama ortunya.

suami kerja keras gaji yang di dapat utk memenuhin kebutuhan sehari2, plus buat tahun lalu buat nyicil tanah, tahun skrg buat bangun rumah, blm lagi anak kita full diapers dan susu formula, blm lagi kebutuhan gizi lainnya.
kita yang apa2 serba mandiri, ngatur keuangan sambil tertatih tatih kadang cukup kadang kurang tp kita gapernah berisik.
eh tiba2 ada omongan gini ""kerja terus kok anaknya belum di aqiqahin""

loh maaf nih bun, bukannya gamau tp kan aqiqah jga perlu modal meski cuman sebatas syukuran ttp aja modalnya hrs ada. kita jga lagi nabung pelan2 buat mewujudkan itu semua, tp kan ga harus terwujud hari itu jga. 
sedih sih di gituin sama mertua, mereka mikirnya kita banyak duit mulu, soalnya mereka usahanya lancar, duitnya deres, ga pernah pusing mikirin gaji UMR tapi harus di bagi2 biar cukup sampe akhir bulan. 
mksd saya tuh nanti aja aqiqahnya sekalian sunat biar sekalian budgetnya, biar ga hajat lagi hajatan lagi, mengingat kondisi keuangan kita yang pas pasan, yang harus ngejar ini itu.

padahal selama ini gprnh minta sama mereka, tp kok mulutnya enteng bgt ngomong gt. wajar ga si kalo saya kesal?",0
"Tengah MLM menangis, gini Bun suamiku ngangur, JD saya punya usaha yg Alhamdulillah udah berjalan lancar, yg perbulan aja pengeluaran utk gaji kariawan dan sewa tempat aja Uda 2digit, 
JD saya itu tinggal d tempat usaha saya, 
JD Bun tugas rmh kan saya SM suami udah berbagi, utk kerjaan beres2 rmh dan nyuci itu tugas suami saya, dan utk urusan setrika dan cuci piring itu tugas saya, klu masak mmg suami ga nuntut yg penting mau makan saya sediakan walaupun itu beli sayur Mateng, sesekali saya jg masak, tergantung mood saya, singkat cerita kadang suami nyuci baju dan beres2 rmh dia selalu nyindir saya Bun, dan itu udah berkali kali, dia selalu blng enak ya bos main hp sambil tiduran, biasanya dia itu beres2 rmh pagi Bun, dan MLM dia itu nyuci pakai mesin ya, MLM neh dia beres2 rmh nyapu,ngepel dan sambil nyuci baju d mesin,
Nah utk uang jajan dan rokoknya d rekening nya selalu ada uang tidak lebih dr 3juta, itu uang dr hasil jualan saya, utk dia siapa tahu pengen sesuatu gtu pas lagi d luar ga bareng saya, JD Bun saya sudah lelah dgar suami bicara nyindir saya, trus saya ajak dia bicara, biarlah urusan rmh saya yg urus semua nya, biar ga da lagi kata nyindir saya. Dan km tugas nya cari nafkah aja, JD ga blng istri ga hargai suami lagi, eh saya ngomong malah d cuekin Bun, pdhl saya jg mau blng klu sbnrnya dlm Islam tugas istri hanya melayani suaminya d kasur, tp saya ga tega bcra bgitu, kadang saya bicara dikit aja udah d cuekin, 
Padahal ya Bun tiap bln saya harus bayar cicilan mobil nya yg lumayan besar,.. 
Rasanya saya pengen bgt d nafkahi SM suami, setidaknya utk makan istri dan ank ank nya,.. saya nulis bgni sambil nangis d luar rmh Bun, tp suami sama sekali ga peduli... Rasanya lelah x rasanya , pengen teriak sekencang kencang nya .. 😭😭😭 
Astagfirullah...",1
"Pgn tanya sobat fb, umum gak sih kalo org lagi hamil itu lebay manja rewel sprti istriku.😔",0
Grup makin sepi gara gara curhatan anonim,0
"Solusi nya bund. ? Gak enak bgt punya suami kerjaan marah"" trs.saya JD irt d rumah d bilang uncang"" kaki aj padahal saya ngurus anak 2 ngurus rumah masak d bilang uncang"" kaki 😫 skrg dapet kerja  saya pegang uang sendiri d bilang sombong .padahal dia jg makan sehari"" pake duit ak .ttep aj ni suami gada bersyukur nya sama sekali .eh Mala diem saya Uda 3 hari .bodoh ahhh Susa sesali punya lagi kaya ini 🤦🏻🤦🏻",0
"Mau cerita
Kenapa laki laki dan perempuan kalo sudah berpisah, pihak laki laki tidak pernah memikirkan nafkah untuk anaknya? 
Alesannya karena anaknya ini ikut ibunya, mungkin ga rela ibunya makan duit dari dia, padahal ngasih pun ga seberapa. 
Dan lagi perempuan pun berpikir, anaknya ikut ibunya pun si laki ga kuat nafkahin, apalagi si anak mau ikut bapaknya, 
Apa gak terlantar nanti.",1
"Dulu aku pacaran sama suami 5tahun, usia pernikahan kita sudah 6 tahun,  jadi kita udah 11 tahun sama sama. 
‎Sakit banget pulang dari RS (disaat aku cape letih lesu abis gadang jagain anak kita yang lagi dirawat di RS) ada notif suami godain cewek lain (btw aku sadap wa dia) kita LDR cewek itu rumah nya Deket tempat kerja suami, dulu juga pernah ketauan dia gatel ke cewek lain tapi masih aku maafin skrg kejadian yang kedua kalinya. selain gatel ke cewek lain dia juga judol, minum obat terlarang, mabuk 
‎Kasih aku tamparan biar aku sadar",0
"Olahraga itu bukan sekedar bikin badan lebih langsing,tapi biar bisa jagain anak lebih lama...",0
"Assalamualaikum Bun, gimana klaw kalian punya suami yg GK pernh nlpon ngasih kabar, bahkan nanya kabar anaknya sehat nggak nya pun GK pernah , padahal hp nya online terus,dn online nya dia sering ngelihat photo bhugiil perempuan di FB, misalnya photo sexsy yg ngumbarin susunya,apa kalian. Sebagai istrinya merasa GK di hargain bahkan perasaan saya makin kesini makin pudar dn hambarr, karena saya dirumah sllu mendoakan beliau setiap menjalankan 5waktu yg pertama ku sebut nama suamiku,tp ternyata suamiku semurahan itu",0
"Temen"" kira kira aku yang cemburuan apa emang si cwe itu centil banget ya sama suami aku si cwe ini istrinya KK nya suami aku dia setiap ada suami aku suka kek nanya² panjang lebar mau tau bgt istilah nya caper lah gtu kdg klo suami aku ngajak maen anakku dia slalu ketawa cekakak cekikik tapi kalo sama yg laen engga wlpn anakku lagi ketawa apa lagi di becandain dia ga prnh ketawa gtu cuma pas suami aku yg becanda gtu suka ketawa lah pdhl gda yg ktwa dstu. Suka nyari topik ke suami sampe berani nepak nyamuk di badan suami aku",1
"Awal menikah saya dan suami hidup ngontrak slma 6th. Suami saya punya cita2 ingin punya rumah sblm ad biaya pendidikan anak. Jadi saya semangat nabung nyisihkan uang gaji suami supaya tercapai keinginan nya.  stlh uang terkumpul, suami mau beli tanah tpi saya kurang setuju karena lokasinya dekat kandang lembu/sapi milik tetangga dan bnyk yg pelihara lembu dcitu,.
Saya bilang saya gak mau beli tanah disitu, tp suami ngotot dan kekeh beli tanah itu. Dan dibangun lah rumah di tanah itu. Bayang kn bun, di depan rumah saya yg hanya berjarak 2M dari teras udah kandang lembu tetangga, saya gk tahan dg bau ny, sya merasa gk betah dirumah sya sendiri.setiap saya ngeluh suami malah cuek, kadang malah marah.
Bukannya saya gk mau di buatkan rumah, tp setidaknya saya juga ingin tinggal dilingkungan yg bersih dan nyaman ,bukan malah bertetanggaan dg lembu. 
Kadang saya belum ikhlas menjalani hari hari dicini. 
Saya di bilang kurang bersyukur, 
Mohon kritik dan sarannya bunda2.",1
"Q mau nanya guys
Bagaimana kedudukan istri dan ibu di mata anak laki laki dalam Islam 
Siapa yang harus di bahagia kan dan di dahulu kan terlebih dahulu",0
"Mau curhat sedikit ini tentang motor
Cerita nya saya menjual barang bekas di fb lalu ada yang mau membeli nya malem jam 9 dia minta di anterin kerumahnya di karnakan deket tidak jauh lah saya coba mau antering takut nya kalo di pagikan takut nya tidak jadi nah singkat cerita saya pinjem motor ke pasangan dinya bertanya mau ke mana saya bilang mau ngantrin barang ke cibubuhan lalu dia bilang pake motor kamu aja saya jawab lampunya mati terus dia malah kaya marah nah saya tanya boleh gak namun dia malah dieum dak tidak mau menjawab dan pada ahirnya saya memaksakan pake motor saya 
Lalu dari situ saya emosi di dalam pikiran saya kenapa ko gak mau pinjemmin motor nya padahal saya bukan orang lain saya itu pasangan nya lalu saya marah bertanya kenapa tidak mau ngasih pinjem motor lalu dia menjawab dengan alasan2 yang tidak masuk di akal menurut  saya kalou alasannya misalkan motorna rusak gak hidup ataw ban nya bocor itu kan masuk di akal kalou begitu mah sedangkan motor itu benar tidak ada masalah sedikitpun malahan besok nya di pake sama dinya nah sayah marah2 terus sama dia sampai saya bilang udahan aja sanah pulang ke orang tua nya lalu besok nya saya antrin ke rumah orang tua nya dan di situh tidak beres perselisan nya malah dia pilang masalah motor sepele gitu sampai srperti ini diya terus meyalakan saya namun saya sadar di situ memang saya salah karna lagi posisi lagi marah namun dinya malah terus meyalahkan saya padahal diya juga salah tidak memberikan motor juga namun dia tidak sadar juga",0
"Kadang nyesek banget rasanya,kita mati Matian bela keluarga apapun masalah nya, bahkan bukan dirana kita,kita masih ikut campur.karena baik benar keluarga tempat berpulang.tapi disaat kita butuh itu.keluarga seakan akan tutup mata tentang urusan kita yg kadang seharusnya masih tanggung jawabnya nya jg.bagaimana menghadapi keluarga -keluarga seperti itu.terimakasih yg sudah mau menjawab 🙏🥺",0
